,maker,model,specific_model,year,mpg,type,transmission,warranty,engine,seats,cylinders,drivetype,fuel,displacement,power,torque,price,bluetooth,heatseat,navigation,label
87,Audi,A6,2015 A6 Sedan,2015, 25/33 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 220 hp @ 4450 rpm, 258 ft-lbs. @ 1500 rpm,"$44,800 ",        Yes,        Yes,        No,0
88,Audi,A6,2015 A6 Diesel,2015, 24/38 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3500 rpm, 428 ft-lbs. @ 1750 rpm,"$58,700 ",        Yes,        Yes,        Yes,2
89,Audi,A5,2017 A5 Coupe,2017,Not Available,Coupe,Not Available,Not Available, Gas,Not Available,Not Available, All Wheel Drive, Premium unleaded (required),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9
90,Audi,A6,2014 A6 Diesel,2014, 24/38 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3500 rpm, 428 ft-lbs. @ 1750 rpm,"$57,500 ",        Yes,        Yes,        Yes,2
91,Audi,A6,2014 A6 Sedan,2014, 25/33 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 220 hp @ 4450 rpm, 258 ft-lbs. @ 1500 rpm,"$43,100 ",        Yes,        Yes,        No,0
92,Audi,A5,2016 A5 Coupe,2016, 22/32 mpg,Coupe, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 220 hp @ 4450 rpm, 258 ft-lbs. @ 1500 rpm,"$40,500 ",        Yes,        Yes,        No,4
93,Audi,A5,2015 A5 Coupe,2015, 22/32 mpg,Coupe, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 220 hp @ 4450 rpm, 258 ft-lbs. @ 1500 rpm,"$40,000 ",        Yes,        Yes,        No,4
94,Audi,A5,2016 A5 Convertible,2016, 21/29 mpg,Convertible, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 220 hp @ 4450 rpm, 258 ft-lbs. @ 1500 rpm,"$47,900 ",        Yes,        Yes,        No,5
95,Audi,A5,2015 A5 Convertible,2015, 20/28 mpg,Convertible, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 220 hp @ 4450 rpm, 258 ft-lbs. @ 1500 rpm,"$47,600 ",        Yes,        Yes,        No,5
96,Audi,A3,2016 A3 Diesel,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available, Diesel,Not Available,Not Available,Not Available,"$33,200 ",Not Available,Not Available,Not Available,-1
97,Audi,A3,2016 A3 Hatchback,2016,Not Available,Hatchback,Not Available,Not Available, Diesel,Not Available,Not Available,Not Available, Diesel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9
98,Audi,A3,2016 A3 Sedan,2016, 23/33 mpg,Sedan, 6-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (recommended), 1.8 L, 170 hp @ 4500 rpm, 200 ft-lbs. @ 1600 rpm,"$30,900 ",        Yes,        Yes,        No,0
99,Audi,A3,2015 A3 Diesel,2015, 31/43 mpg,Sedan, 6-speed Automated Manual, 4 Yr./ 50000 Mi., Diesel,5,Inline 4, Front Wheel Drive, Diesel, 2.0 L, 150 hp @ 3500 rpm, 236 ft-lbs. @ 1750 rpm,"$32,600 ",        Yes,        Yes,        No,0
100,Audi,A3,2015 A3 Sedan,2015, 23/33 mpg,Sedan, 6-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (recommended), 1.8 L, 170 hp @ 4500 rpm, 200 ft-lbs. @ 1600 rpm,"$29,900 ",        No,        Yes,        No,0
101,Audi,A4,2017 A4 Sedan,2017,Not Available,Sedan,Not Available,Not Available, Gas,Not Available,Not Available, Rear Wheel Drive, Premium unleaded (required),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3
102,Audi,A4,2016 A4 Sedan,2016, 22/31 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 220 hp @ 4450 rpm, 258 ft-lbs. @ 1500 rpm,"$35,900 ",        Yes,        Yes,        No,0
103,Audi,A5,2014 A5 Convertible,2014, 24/32 mpg,Convertible, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 220 hp @ 4450 rpm, 258 ft-lbs. @ 1500 rpm,"$44,500 ",        Yes,        Yes,        No,5
104,Audi,A3 Sportback e-tron,2016 A3 Sportback e-tron Hatchback,2016,Not Available,Hatchback, 6-speed Automated Manual, 4 Yr./ 50000 Mi., Hybrid,5,Inline 4, Front Wheel Drive, Premium unleaded (recommended), 1.4 L,Not Available,Not Available,"$37,900 ",        Yes,        Yes,        No,4
105,Audi,A4,2015 A4 Sedan,2015, 24/32 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 220 hp @ 4450 rpm, 258 ft-lbs. @ 1500 rpm,"$35,500 ",        Yes,        Yes,        No,0
106,Audi,A5,2014 A5 Coupe,2014, 22/32 mpg,Coupe, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 220 hp @ 4450 rpm, 258 ft-lbs. @ 1500 rpm,"$39,000 ",        Yes,        Yes,        No,4
107,Audi,A4,2014 A4 Sedan,2014, 24/32 mpg,Sedan, Continuously Variable-speed Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 220 hp @ 4450 rpm, 258 ft-lbs. @ 1500 rpm,"$33,800 ",        Yes,        Yes,        No,0
108,Audi,A7,2016 A7 Diesel,2016, 25/38 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3500 rpm, 428 ft-lbs. @ 1750 rpm,"$70,400 ",        Yes,        Yes,        Yes,2
109,Audi,A7,2016 A7 Sedan,2016, 20/30 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, All Wheel Drive, Premium unleaded (required), 3.0 L, 333 hp @ 5300 rpm, 325 ft-lbs. @ 2900 rpm,"$68,300 ",        Yes,        Yes,        Yes,2
110,Audi,A7,2014 A7 Sedan,2014, 18/28 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, All Wheel Drive, Premium unleaded (required), 3.0 L, 310 hp @ 5500 rpm, 325 ft-lbs. @ 2900 rpm,"$64,500 ",        Yes,        Yes,        Yes,2
111,Audi,A7,2015 A7 Sedan,2015, 18/28 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, All Wheel Drive, Premium unleaded (required), 3.0 L, 310 hp @ 5500 rpm, 325 ft-lbs. @ 2900 rpm,"$65,900 ",        Yes,        Yes,        Yes,2
112,Audi,A7,2015 A7 Diesel,2015, 24/38 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3500 rpm, 428 ft-lbs. @ 1750 rpm,"$68,300 ",        Yes,        Yes,        Yes,2
113,Audi,A8,2016 A8 Diesel,2016, 24/36 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3500 rpm, 428 ft-lbs. @ 1750 rpm,"$85,200 ",        Yes,        Yes,        Yes,2
114,Audi,A7,2014 A7 Diesel,2014, 24/38 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3500 rpm, 428 ft-lbs. @ 1750 rpm,"$66,900 ",        Yes,        Yes,        Yes,2
115,Audi,A8,2015 A8 Diesel,2015, 24/36 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,Not Available,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3500 rpm, 428 ft-lbs. @ 1750 rpm,"$85,100 ",        Yes,        Yes,        Yes,2
116,Audi,A8,2014 A8 Diesel,2014, 24/36 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3550 rpm, 406 ft-lbs. @ 1750 rpm,"$82,500 ",        Yes,        Yes,        Yes,2
117,Audi,A8,2016 A8 Sedan,2016, 18/28 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, All Wheel Drive, Premium unleaded (required), 3.0 L, 333 hp @ 5300 rpm, 325 ft-lbs. @ 2900 rpm,"$81,500 ",        Yes,        Yes,        Yes,2
118,Audi,A8,2014 A8 Sedan,2014, 18/28 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, All Wheel Drive, Premium unleaded (required), 3.0 L, 333 hp @ 5500 rpm, 325 ft-lbs. @ 2900 rpm,"$75,100 ",        Yes,        Yes,        Yes,2
119,Audi,Q5,2016 Q5 Diesel,2016, 24/31 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3750 rpm, 428 ft-lbs. @ 1750 rpm,"$48,100 ",        Yes,        Yes,        No,2
120,Audi,A8,2015 A8 Sedan,2015, 19/29 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,Not Available,V6, All Wheel Drive, Premium unleaded (required), 3.0 L, 333 hp @ 5300 rpm, 325 ft-lbs. @ 2900 rpm,"$77,400 ",        Yes,        Yes,        Yes,2
121,Audi,Q5,2015 Q5 Diesel,2015, 24/31 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3750 rpm, 428 ft-lbs. @ 1750 rpm,"$47,500 ",        Yes,        Yes,        No,2
122,Audi,Q5,2014 Q5 Diesel,2014, 24/31 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3750 rpm, 428 ft-lbs. @ 1750 rpm,"$46,500 ",        Yes,        Yes,        No,2
123,Audi,A3,2016 A3 Convertible,2016, 24/35 mpg,Convertible, 6-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (recommended), 1.8 L, 170 hp @ 4500 rpm, 200 ft-lbs. @ 1600 rpm,"$36,600 ",        Yes,        Yes,        No,5
124,Audi,A3,2015 A3 Convertible,2015, 24/35 mpg,Convertible, 6-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (recommended), 1.8 L, 170 hp @ 4500 rpm, 200 ft-lbs. @ 1600 rpm,"$35,600 ",        Yes,        Yes,        No,5
125,BMW,X7,2016 X7 SUV,2016,Not Available,SUV, 8-speed Shiftable Automatic,Not Available, Gas,5,V8, All Wheel Drive, Premium unleaded (required), 4.4 L,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-1
126,BMW,Z4,2016 Z4 Convertible,2016, 22/34 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Rear Wheel Drive, Premium unleaded (required), 2.0 L, 240 hp @ 5000 rpm, 260 ft-lbs. @ 1450 rpm,"$49,700 ",        Yes,        Yes,        No,5
127,BMW,Z4,2015 Z4 Convertible,2015, 22/34 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Rear Wheel Drive, Premium unleaded (required), 2.0 L, 240 hp @ 5000 rpm, 260 ft-lbs. @ 1450 rpm,"$48,950 ",        Yes,        Yes,        No,5
128,BMW,Z4,2014 Z4 Convertible,2014, 22/34 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Rear Wheel Drive, Premium unleaded (required), 2.0 L, 240 hp @ 5000 rpm, 260 ft-lbs. @ 1250 rpm,"$48,950 ",        Yes,        Yes,        No,5
129,BMW,X6 M,2015 X6 M SUV,2015, 14/19 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, All Wheel Drive, Premium unleaded (required), 4.4 L, 567 hp @ 6000 rpm, 553 ft-lbs. @ 2200 rpm,"$102,100 ",        Yes,        Yes,        Yes,6
130,BMW,X6 M,2016 X6 M SUV,2016, 14/19 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, All Wheel Drive, Premium unleaded (required), 4.4 L, 567 hp @ 6000 rpm, 553 ft-lbs. @ 2200 rpm,"$102,200 ",        Yes,        Yes,        Yes,6
131,BMW,X5 M,2016 X5 M SUV,2016, 14/19 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, All Wheel Drive, Premium unleaded (required), 4.4 L, 567 hp @ 6000 rpm, 553 ft-lbs. @ 2200 rpm,"$98,800 ",        Yes,        Yes,        Yes,6
132,BMW,X6 M,2014 X6 M SUV,2014, 13/17 mpg,SUV, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V8, All Wheel Drive, Premium unleaded (required), 4.4 L, 555 hp @ 6000 rpm, 500 ft-lbs. @ 1500 rpm,"$93,900 ",        Yes,        Yes,        Yes,6
133,BMW,X5 M,2015 X5 M SUV,2015, 14/19 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, All Wheel Drive, Premium unleaded (required), 4.4 L, 567 hp @ 6000 rpm, 553 ft-lbs. @ 2200 rpm,"$98,700 ",        Yes,        Yes,        Yes,6
134,BMW,X6,2016 X6 SUV,2016, 18/25 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 300 hp @ 5800 rpm, 300 ft-lbs. @ 1300 rpm,"$59,800 ",        Yes,        Yes,        Yes,2
135,BMW,X6,2015 X6 SUV,2015, 19/27 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 300 hp @ 5800 rpm, 300 ft-lbs. @ 1300 rpm,"$59,600 ",        Yes,        Yes,        Yes,2
136,BMW,X5,2016 X5 SUV,2016, 18/25 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 300 hp @ 5800 rpm, 300 ft-lbs. @ 1300 rpm,"$53,900 ",        Yes,        Yes,        Yes,2
137,BMW,X5,2015 X5 SUV,2015, 19/27 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 300 hp @ 5800 rpm, 300 ft-lbs. @ 1300 rpm,"$53,900 ",        Yes,        No,        Yes,2
138,BMW,X4,2016 X4 SUV,2016, 20/28 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 240 hp @ 5000 rpm, 260 ft-lbs. @ 1450 rpm,"$45,250 ",        Yes,        Yes,        No,0
139,BMW,M6 Gran Coupe,2016 M6 Gran Coupe Sedan,2016, 14/20 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.4 L, 552 hp @ 6000 rpm, 502 ft-lbs. @ 1500 rpm,"$116,200 ",        Yes,        Yes,        Yes,6
140,BMW,X3,2016 X3 Diesel,2016, 27/34 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,Inline 4, All Wheel Drive, Diesel, 2.0 L, 180 hp @ 4000 rpm, 280 ft-lbs. @ 1750 rpm,"$42,450 ",        Yes,        Yes,        No,0
141,BMW,M6,2016 M6 Coupe,2016, 14/20 mpg,Coupe, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,4,V8, Rear Wheel Drive, Premium unleaded (required), 4.4 L, 552 hp @ 6000 rpm, 502 ft-lbs. @ 1500 rpm,"$112,400 ",        Yes,        Yes,        Yes,10
142,BMW,X5,2016 X5 Diesel,2016, 24/31 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,Not Available,Inline 6, All Wheel Drive, Diesel, 3.0 L, 255 hp @ 4000 rpm, 413 ft-lbs. @ 1500 rpm,"$57,700 ",        Yes,        Yes,        Yes,2
143,BMW,M6,2016 M6 Convertible,2016, 14/20 mpg,Convertible, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,4,V8, Rear Wheel Drive, Premium unleaded (required), 4.4 L, 552 hp @ 6000 rpm, 502 ft-lbs. @ 1500 rpm,"$118,700 ",        Yes,        Yes,        Yes,8
144,BMW,M4,2015 M4 Coupe,2015, 17/26 mpg,Coupe, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 425 hp @ 5500 rpm, 406 ft-lbs. @ 1850 rpm,"$64,200 ",        Yes,        Yes,        Yes,11
145,BMW,M6,2015 M6 Convertible,2015, 14/20 mpg,Convertible, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,4,V8, Rear Wheel Drive, Premium unleaded (required), 4.4 L, 560 hp @ 6000 rpm, 500 ft-lbs. @ 1500 rpm,"$118,200 ",        Yes,        Yes,        Yes,8
146,BMW,M4,2016 M4 Coupe,2016, 17/26 mpg,Coupe, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,Not Available,Inline 6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 425 hp @ 5500 rpm, 406 ft-lbs. @ 1850 rpm,"$65,400 ",        Yes,        Yes,        Yes,11
147,BMW,X5,2015 X5 Diesel,2015, 24/31 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,Inline 6, All Wheel Drive, Diesel, 3.0 L, 255 hp @ 4000 rpm, 413 ft-lbs. @ 1500 rpm,"$57,700 ",        Yes,        No,        Yes,2
148,BMW,M6,2014 M6 Convertible,2014, 14/20 mpg,Convertible, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,4,V8, Rear Wheel Drive, Premium unleaded (required), 4.4 L, 560 hp @ 6000 rpm, 500 ft-lbs. @ 1500 rpm,"$117,500 ",        Yes,        Yes,        Yes,8
149,BMW,M5,2016 M5 Sedan,2016, 14/20 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,Not Available,V8, Rear Wheel Drive, Premium unleaded (required), 4.4 L, 560 hp @ 6000 rpm, 500 ft-lbs. @ 1500 rpm,"$94,100 ",        Yes,        Yes,        Yes,6
150,BMW,M5,2015 M5 Sedan,2015, 14/20 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.4 L, 560 hp @ 6000 rpm, 500 ft-lbs. @ 1500 rpm,"$93,600 ",        Yes,        Yes,        Yes,6
151,BMW,M5,2014 M5 Sedan,2014, 14/20 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.4 L, 552 hp @ 6000 rpm, 502 ft-lbs. @ 1500 rpm,"$92,900 ",        Yes,        Yes,        Yes,6
152,BMW,M4,2016 M4 Convertible,2016, 17/26 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,Not Available,Inline 6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 425 hp @ 5500 rpm, 406 ft-lbs. @ 1850 rpm,"$73,900 ",        Yes,        Yes,        Yes,7
153,BMW,M6,2014 M6 Coupe,2014, 14/20 mpg,Coupe, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,4,V8, Rear Wheel Drive, Premium unleaded (required), 4.4 L, 560 hp @ 6000 rpm, 500 ft-lbs. @ 1500 rpm,"$111,200 ",        Yes,        Yes,        Yes,10
154,BMW,X5 eDrive,2016 X5 eDrive SUV,2016,Not Available,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 240 hp @ 5000 rpm, 260 ft-lbs. @ 1250 rpm,"$62,100 ",        Yes,        Yes,        Yes,0
155,BMW,X5,2014 X5 Diesel,2014, 23/31 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,Inline 6, All Wheel Drive, Diesel, 3.0 L, 255 hp @ 4000 rpm, 413 ft-lbs. @ 1500 rpm,"$56,600 ",        Yes,        No,        Yes,2
156,BMW,M6,2015 M6 Coupe,2015, 14/20 mpg,Coupe, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,4,V8, Rear Wheel Drive, Premium unleaded (required), 4.4 L, 560 hp @ 6000 rpm, 500 ft-lbs. @ 1500 rpm,"$111,900 ",        Yes,        Yes,        Yes,10
157,BMW,M4,2015 M4 Convertible,2015, 17/26 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 425 hp @ 5500 rpm, 406 ft-lbs. @ 1850 rpm,"$72,500 ",        Yes,        Yes,        Yes,7
158,BMW,X3,2015 X3 Diesel,2015, 27/34 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,Inline 4, All Wheel Drive, Diesel, 2.0 L, 180 hp @ 4000 rpm, 280 ft-lbs. @ 1750 rpm,"$42,000 ",        Yes,        Yes,        No,0
159,BMW,X1,2016 X1 SUV,2016, 22/32 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 228 hp @ 5000 rpm, 258 ft-lbs. @ 1250 rpm,"$34,800 ",        Yes,        Yes,        No,0
160,BMW,X1,2015 X1 SUV,2015, 23/34 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Rear Wheel Drive, Premium unleaded (required), 2.0 L, 240 hp @ 5000 rpm, 260 ft-lbs. @ 1250 rpm,"$31,200 ",        Yes,        Yes,        No,0
161,BMW,X3,2014 X3 SUV,2014, 21/28 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 240 hp @ 5000 rpm, 260 ft-lbs. @ 1250 rpm,"$39,800 ",        Yes,        Yes,        No,0
162,BMW,X3,2016 X3 SUV,2016, 21/28 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Rear Wheel Drive, Premium unleaded (required), 2.0 L, 240 hp @ 5000 rpm, 260 ft-lbs. @ 1450 rpm,"$38,950 ",        Yes,        Yes,        No,0
163,BMW,M6 Gran Coupe,2015 M6 Gran Coupe Sedan,2015, 14/20 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.4 L, 560 hp @ 6000 rpm, 502 ft-lbs. @ 1500 rpm,"$115,700 ",        Yes,        Yes,        Yes,6
164,BMW,X3,2015 X3 SUV,2015, 21/28 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Rear Wheel Drive, Premium unleaded (required), 2.0 L, 240 hp @ 5000 rpm, 260 ft-lbs. @ 1450 rpm,"$38,500 ",        Yes,        Yes,        No,0
165,BMW,M6 Gran Coupe,2014 M6 Gran Coupe Sedan,2014, 14/20 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.4 L, 560 hp @ 6000 rpm, 502 ft-lbs. @ 1500 rpm,"$115,000 ",        Yes,        Yes,        Yes,6
166,BMW,X1,2014 X1 SUV,2014, 24/34 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Rear Wheel Drive, Premium unleaded (required), 2.0 L, 240 hp @ 5000 rpm, 260 ft-lbs. @ 1250 rpm,"$30,900 ",        Yes,        Yes,        No,0
167,BMW,X4,2015 X4 SUV,2015, 20/28 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 240 hp @ 5000 rpm, 260 ft-lbs. @ 1450 rpm,"$44,700 ",        Yes,        Yes,        No,0
168,BMW,X5,2014 X5 SUV,2014, 19/27 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 300 hp @ 5800 rpm, 295 ft-lbs. @ 1300 rpm,"$52,800 ",        Yes,        No,        Yes,2
169,BMW,X6,2014 X6 SUV,2014, 17/24 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,Inline 6, All Wheel Drive, Premium unleaded (required), 3.0 L, 300 hp @ 5800 rpm, 300 ft-lbs. @ 1300 rpm,"$60,800 ",        Yes,        Yes,        No,2
170,BMW,i8,2014 i8 Coupe,2014,Not Available,Coupe, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,4,Inline 3, All Wheel Drive, Premium unleaded (required), 1.5 L,Not Available,Not Available,"$135,700 ",        Yes,        Yes,        Yes,-1
171,BMW,i8,2015 i8 Coupe,2015,Not Available,Coupe, 6-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,4,Inline 3, All Wheel Drive, Premium unleaded (required), 1.5 L,Not Available,Not Available,"$136,500 ",        Yes,        Yes,        Yes,-1
172,BMW,ActiveHybrid 5,2016 ActiveHybrid 5 Sedan,2016, 23/30 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 335 hp @ 5800 rpm, 332 ft-lbs. @ 1300 rpm,"$62,100 ",        Yes,        Yes,        Yes,2
173,BMW,ActiveHybrid 5,2015 ActiveHybrid 5 Sedan,2015, 23/30 mpg,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,5,Inline 6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 335 hp @ 5800 rpm, 332 ft-lbs. @ 1300 rpm,"$61,900 ",        Yes,        Yes,        Yes,2
